Bootflash,Chassis,CPU,Device Name,Memory,Model,Processor Board ID,RP,Slots,Kernel Uptime,Name,OS,Last Reload Reason,BIOS Compile Time,BIOS Version,Kickstart Compile Time,Kickstart Image,Kickstart Version,System Compile Time,System Image File,System Version
4287040 kB,Nexus9000 C9500v,Intel(R) Xeon(R) CPU E5-4669 v4 @ 2.20GHz,sbx-n9kv,7939720 kB,Nexus9000 C9500v,9FJTZNHQ62X,Supervisor Module,None,0 4 32 38,Nexus,NX-OS,Unknown,,,,,,7/20/2020 20:00:00 [07/21/2020 06:30:11],bootflash:///nxos.9.3.5.bin,9.3(5)
